time,start_value,end_value,highest,lowest,trade_volume,trade_value,percent_change
2017-10-18 09:45,3918.71,3916.54,3918.80,3916.54,2820992,34.4亿,0.06%
2017-10-18 09:50,3916.48,3922.43,3922.50,3915.18,2995717,33.5亿,0.19%
2017-10-18 09:55,3922.30,3920.44,3922.80,3919.88,2563972,29.7亿,0.07%
2017-10-18 10:00,3920.56,3921.03,3921.11,3919.62,2399626,28.1亿,0.04%
2017-10-18 10:05,3920.62,3919.57,3920.93,3918.48,2435111,29.4亿,0.06%
2017-10-18 10:10,3919.51,3919.75,3921.61,3919.02,2833777,29.7亿,0.07%
2017-10-18 10:15,3919.87,3920.14,3921.55,3919.16,2784938,29.5亿,0.06%
2017-10-18 10:20,3920.01,3921.40,3922.17,3919.41,1940251,25.6亿,0.07%
2017-10-18 10:25,3921.94,3923.02,3923.54,3921.39,1924410,23.6亿,0.05%
2017-10-18 10:30,3923.33,3923.82,3924.58,3923.04,1708195,21.7亿,0.04%
2017-10-18 10:35,3924.29,3920.54,3924.34,3920.54,1650580,21.2亿,0.1%
2017-10-18 10:40,3920.54,3924.61,3925.01,3920.28,1761724,22.3亿,0.12%
2017-10-18 10:45,3924.54,3926.46,3926.53,3924.54,1425123,20.4亿,0.05%
2017-10-18 10:50,3926.98,3926.69,3928.07,3926.23,1474931,20.5亿,0.05%
2017-10-18 10:55,3926.84,3925.47,3927.26,3925.07,1234867,18.5亿,0.06%
2017-10-18 11:00,3925.54,3925.74,3925.97,3924.72,1089615,16.5亿,0.03%
2017-10-18 11:05,3925.35,3926.58,3926.58,3925.22,967758,14.7亿,0.03%
2017-10-18 11:10,3926.17,3925.80,3926.76,3925.66,1036811,14.9亿,0.03%
2017-10-18 11:15,3925.45,3924.84,3926.42,3924.84,993028,14.3亿,0.04%
2017-10-18 11:20,3925.24,3926.62,3926.62,3923.62,1203628,17.3亿,0.08%
2017-10-18 11:25,3926.77,3927.70,3927.85,3925.10,1135020,15.4亿,0.07%
2017-10-18 11:30,3927.78,3931.78,3932.88,3927.78,1845269,22.9亿,0.13%
2017-10-18 13:05,3932.01,3930.64,3932.16,3929.53,1346076,17.6亿,0.07%
2017-10-18 13:10,3930.59,3930.62,3931.48,3929.72,941159,13.5亿,0.04%
2017-10-18 13:15,3930.73,3931.15,3931.83,3930.26,942782,13.7亿,0.04%
2017-10-18 13:20,3931.30,3931.63,3932.29,3930.72,1214410,15.2亿,0.04%
2017-10-18 13:25,3931.89,3930.96,3931.94,3930.45,1140800,15.1亿,0.04%
2017-10-18 13:30,3930.73,3928.97,3930.98,3928.58,1392779,17.3亿,0.06%
2017-10-18 13:35,3929.04,3928.15,3929.45,3928.05,1156867,16.4亿,0.04%
2017-10-18 13:40,3928.35,3928.66,3929.11,3927.74,1106968,15.7亿,0.03%
2017-10-18 13:45,3928.85,3928.05,3929.49,3927.05,1478002,21.4亿,0.06%
2017-10-18 13:50,3928.63,3931.12,3931.31,3928.49,1517359,22.4亿,0.07%
2017-10-18 13:55,3930.89,3931.08,3932.06,3930.27,1232634,18.9亿,0.05%
2017-10-18 14:00,3931.63,3932.35,3932.55,3930.57,1789916,24.7亿,0.05%
2017-10-18 14:05,3932.47,3933.14,3934.37,3932.39,1925308,26.1亿,0.05%
2017-10-18 14:10,3933.31,3934.37,3934.89,3932.37,1251991,19.8亿,0.06%
2017-10-18 14:15,3934.58,3934.04,3934.96,3932.22,1998303,23.9亿,0.07%
2017-10-18 14:20,3934.08,3934.07,3934.42,3932.53,1575135,20.8亿,0.05%
2017-10-18 14:25,3933.90,3934.02,3934.54,3932.38,2722290,30.7亿,0.05%
2017-10-18 14:30,3933.49,3930.76,3933.87,3930.73,2356627,30.2亿,0.08%
2017-10-18 14:35,3930.39,3930.10,3931.21,3925.07,5157159,55.8亿,0.16%
2017-10-18 14:40,3930.22,3927.97,3930.37,3926.86,2630599,31.6亿,0.09%
2017-10-18 14:45,3928.42,3931.20,3932.55,3928.19,3605460,42.1亿,0.11%
2017-10-18 14:50,3931.21,3933.70,3936.07,3931.21,4032022,47.3亿,0.12%
2017-10-18 14:55,3933.47,3942.39,3942.71,3933.47,6435911,73.8亿,0.23%
2017-10-18 15:00,3942.44,3944.16,3944.41,3940.70,5613983,69.9亿,0.09%
2017-10-19 09:35,3940.58,3941.52,3941.74,3935.84,4220151,54.2亿,0.15%
2017-10-19 09:40,3942.24,3938.83,3943.04,3938.83,3555684,47.4亿,0.11%
2017-10-19 09:45,3938.61,3941.98,3941.98,3936.88,3006444,42.4亿,0.13%
2017-10-19 09:50,3941.42,3941.46,3944.03,3941.42,2788996,39.3亿,0.07%
2017-10-19 09:55,3941.57,3938.46,3942.73,3938.46,2624115,37.3亿,0.11%
2017-10-19 10:00,3938.31,3936.32,3938.31,3935.20,3243013,40.3亿,0.08%
2017-10-19 10:05,3936.13,3940.73,3940.73,3936.13,2419242,33.2亿,0.12%
2017-10-19 10:10,3940.26,3938.83,3941.02,3938.83,2689504,36.8亿,0.06%
2017-10-19 10:15,3939.15,3935.28,3939.32,3934.69,3501138,46.3亿,0.12%
2017-10-19 10:20,3935.63,3938.46,3938.99,3935.49,3151121,39亿,0.09%
2017-10-19 10:25,3938.48,3934.98,3938.92,3934.36,2621063,34.3亿,0.12%
2017-10-19 10:30,3934.02,3933.09,3934.02,3931.58,3837329,45.1亿,0.06%
2017-10-19 10:35,3933.03,3935.50,3935.92,3932.28,2347721,29.1亿,0.09%
2017-10-19 10:40,3935.41,3929.90,3936.31,3929.90,1742201,24.6亿,0.16%
2017-10-19 10:45,3929.84,3928.53,3930.09,3924.99,1974101,27亿,0.13%
2017-10-19 10:50,3928.51,3932.51,3933.24,3928.51,1587938,21.2亿,0.12%
2017-10-19 10:55,3932.36,3933.29,3933.56,3931.62,1294902,16.7亿,0.05%
2017-10-19 11:00,3933.51,3931.19,3933.51,3931.15,1253339,17亿,0.06%
2017-10-19 11:05,3931.14,3933.84,3933.84,3930.87,1534520,18.2亿,0.08%
2017-10-19 11:10,3933.74,3932.33,3934.80,3932.33,1308774,16.8亿,0.06%
2017-10-19 11:15,3932.17,3930.65,3932.59,3930.65,1231961,15.2亿,0.05%
2017-10-19 11:20,3930.52,3930.06,3931.07,3929.53,983721,14亿,0.04%
2017-10-19 11:25,3929.91,3930.22,3930.61,3928.79,1048395,15.2亿,0.05%
2017-10-19 11:30,3930.13,3930.93,3931.62,3930.13,964413,13.1亿,0.04%
2017-10-19 13:05,3931.24,3930.62,3931.24,3929.87,1396870,17.1亿,0.03%
2017-10-19 13:10,3930.45,3927.41,3930.60,3927.41,1322125,15.3亿,0.08%
2017-10-19 13:15,3927.40,3926.03,3927.75,3925.65,1125313,13.8亿,0.05%
2017-10-19 13:20,3925.89,3924.02,3926.02,3923.75,1179149,15.6亿,0.06%
2017-10-19 13:25,3923.86,3925.71,3925.97,3923.65,1087959,13.5亿,0.06%
2017-10-19 13:30,3925.91,3929.07,3929.36,3925.91,1045756,14.5亿,0.09%
2017-10-19 13:35,3929.39,3931.70,3931.70,3928.99,1089689,16.2亿,0.07%
2017-10-19 13:40,3931.59,3929.40,3932.51,3929.40,1180359,18.7亿,0.08%
2017-10-19 13:45,3929.45,3930.95,3931.02,3927.00,2318860,25.6亿,0.1%
2017-10-19 13:50,3930.82,3935.22,3935.48,3930.82,1336770,19.2亿,0.12%
2017-10-19 13:55,3935.15,3938.29,3938.69,3935.15,1221732,18.3亿,0.09%
2017-10-19 14:00,3938.23,3936.99,3938.58,3936.36,1088114,15亿,0.06%
2017-10-19 14:05,3936.77,3936.28,3937.04,3935.87,1037427,14.3亿,0.03%
2017-10-19 14:10,3936.29,3934.75,3936.84,3934.64,1252263,17.5亿,0.06%
2017-10-19 14:15,3934.68,3932.64,3934.68,3932.40,2223893,25.2亿,0.06%
2017-10-19 14:20,3932.64,3927.79,3933.19,3927.79,2238780,26亿,0.14%
2017-10-19 14:25,3927.83,3928.71,3928.71,3923.92,3987381,41.1亿,0.12%
2017-10-19 14:30,3928.69,3927.57,3929.43,3927.53,1785001,21亿,0.05%
2017-10-19 14:35,3927.52,3926.78,3927.52,3923.89,3080996,33.5亿,0.09%
2017-10-19 14:40,3926.49,3926.50,3928.64,3926.49,2264798,26.5亿,0.05%
2017-10-19 14:45,3926.03,3926.09,3926.95,3924.57,3080210,32亿,0.06%
2017-10-19 14:50,3925.83,3925.41,3926.38,3924.43,4003396,44.2亿,0.05%
2017-10-19 14:55,3926.04,3928.95,3930.53,3925.42,4952661,53.6亿,0.13%
2017-10-19 15:00,3928.64,3931.25,3931.45,3927.56,5712079,63.1亿,0.1%
2017-10-20 09:35,3918.53,3921.55,3921.55,3916.04,4378834,51.5亿,0.14%
2017-10-20 09:40,3921.03,3917.02,3922.11,3917.02,3009082,38.8亿,0.13%
2017-10-20 09:45,3916.69,3911.20,3916.75,3910.20,2956984,39.7亿,0.17%
2017-10-20 09:50,3911.06,3913.70,3914.07,3910.58,2131204,29.8亿,0.09%
2017-10-20 09:55,3914.32,3913.99,3915.48,3913.75,2253013,30亿,0.04%
2017-10-20 10:00,3914.30,3916.11,3916.11,3914.18,1864634,25.2亿,0.05%
2017-10-20 10:05,3916.13,3920.16,3920.35,3916.12,1947904,25.8亿,0.11%
2017-10-20 10:10,3920.16,3920.48,3921.61,3919.89,1890448,23.3亿,0.04%
2017-10-20 10:15,3920.48,3918.43,3920.57,3917.68,1631074,21.4亿,0.07%
2017-10-20 10:20,3918.43,3916.84,3918.43,3916.84,1545890,19.6亿,0.04%
2017-10-20 10:25,3916.84,3916.93,3918.34,3916.71,1569470,18.6亿,0.04%
2017-10-20 10:30,3917.44,3912.96,3917.53,3912.41,1491854,19.5亿,0.13%
2017-10-20 10:35,3912.60,3913.80,3914.46,3912.49,1476649,18.2亿,0.05%
2017-10-20 10:40,3914.08,3913.21,3914.21,3912.60,1089493,15.9亿,0.04%
2017-10-20 10:45,3913.07,3912.33,3913.47,3911.69,1324345,17.6亿,0.05%
2017-10-20 10:50,3912.08,3915.54,3915.73,3911.92,1426476,18.3亿,0.1%
2017-10-20 10:55,3915.68,3915.60,3916.02,3914.52,1254738,16.9亿,0.04%
2017-10-20 11:00,3915.64,3917.56,3918.18,3915.54,1225142,16.5亿,0.07%
2017-10-20 11:05,3917.72,3917.15,3918.22,3917.05,1087881,14.2亿,0.03%
2017-10-20 11:10,3917.18,3916.60,3917.63,3916.31,978748,13.1亿,0.03%
2017-10-20 11:15,3916.80,3915.11,3916.80,3914.73,857470,11.3亿,0.05%
2017-10-20 11:20,3914.92,3914.34,3915.32,3914.01,858498,11.8亿,0.03%
2017-10-20 11:25,3915.05,3915.90,3916.04,3914.20,778176,10.8亿,0.05%
2017-10-20 11:30,3915.93,3920.68,3920.68,3915.77,898401,12.3亿,0.13%
2017-10-20 13:05,3920.97,3922.35,3922.78,3920.97,1206211,15.5亿,0.05%
2017-10-20 13:10,3921.84,3922.57,3922.57,3921.36,886106,11.3亿,0.03%
2017-10-20 13:15,3922.51,3923.60,3924.30,3922.51,1197348,15.4亿,0.05%
2017-10-20 13:20,3923.68,3924.09,3924.26,3923.24,945925,13.4亿,0.03%
2017-10-20 13:25,3923.61,3922.54,3923.90,3922.18,959055,12.1亿,0.04%
2017-10-20 13:30,3922.63,3922.78,3923.39,3922.11,928719,13.1亿,0.03%
2017-10-20 13:35,3922.86,3922.86,3923.57,3922.34,1173166,14.2亿,0.03%
2017-10-20 13:40,3923.08,3920.78,3923.09,3920.34,1199183,13.9亿,0.07%
2017-10-20 13:45,3920.92,3918.88,3920.92,3918.60,1165354,14.2亿,0.06%
2017-10-20 13:50,3919.09,3920.86,3920.88,3918.51,1280716,15亿,0.06%
2017-10-20 13:55,3920.83,3920.32,3921.42,3919.81,1081779,14亿,0.04%
2017-10-20 14:00,3920.24,3920.68,3920.68,3919.62,978664,14.3亿,0.03%
2017-10-20 14:05,3920.54,3923.31,3923.32,3920.17,989289,14.5亿,0.08%
2017-10-20 14:10,3923.20,3925.27,3925.79,3923.18,1088872,14.9亿,0.07%
2017-10-20 14:15,3925.06,3925.93,3926.66,3924.98,1027661,14.5亿,0.04%
2017-10-20 14:20,3925.90,3927.68,3928.23,3925.90,1105285,15亿,0.06%
2017-10-20 14:25,3927.99,3926.88,3928.38,3926.88,1357632,17.5亿,0.04%
2017-10-20 14:30,3926.88,3927.48,3928.11,3926.76,1371039,17.3亿,0.03%
2017-10-20 14:35,3927.78,3928.50,3928.96,3927.53,1682130,20.3亿,0.04%
2017-10-20 14:40,3928.47,3925.15,3928.76,3925.15,1784167,22.3亿,0.09%
2017-10-20 14:45,3925.62,3925.67,3925.93,3924.79,1539383,20.6亿,0.03%
2017-10-20 14:50,3925.12,3925.71,3926.17,3925.10,1755690,23.5亿,0.03%
2017-10-20 14:55,3925.69,3926.84,3927.39,3925.43,2728836,33.1亿,0.05%
2017-10-20 15:00,3926.48,3926.85,3927.44,3925.53,2927902,36.9亿,0.05%
2017-10-23 09:35,3930.89,3932.30,3932.30,3928.87,3957254,49.7亿,0.09%
2017-10-23 09:40,3932.60,3932.58,3936.27,3932.51,3806715,45.5亿,0.1%
2017-10-23 09:45,3932.37,3932.35,3932.54,3930.41,2893490,36.6亿,0.05%
2017-10-23 09:50,3932.69,3930.29,3933.16,3929.83,2830512,37.4亿,0.08%
2017-10-23 09:55,3930.61,3931.57,3932.00,3930.21,2484988,31.5亿,0.05%
2017-10-23 10:00,3931.65,3932.58,3932.68,3931.08,2250823,29.9亿,0.04%
2017-10-23 10:05,3932.40,3931.33,3932.40,3931.06,2432665,31.4亿,0.03%
2017-10-23 10:10,3931.05,3928.98,3931.45,3928.86,2112949,30.2亿,0.07%
2017-10-23 10:15,3929.06,3923.64,3929.06,3923.55,2188691,29.4亿,0.14%
2017-10-23 10:20,3923.81,3921.73,3924.07,3921.41,1811767,24.7亿,0.07%
2017-10-23 10:25,3921.73,3923.87,3923.87,3920.66,1607157,22.4亿,0.08%
2017-10-23 10:30,3923.87,3925.68,3925.92,3923.34,1253343,17.2亿,0.07%
2017-10-23 10:35,3925.81,3927.70,3927.70,3925.54,1239199,17.1亿,0.05%
2017-10-23 10:40,3927.50,3929.63,3929.84,3927.17,1391203,19.5亿,0.07%
2017-10-23 10:45,3929.76,3929.24,3931.30,3928.83,1662233,21.9亿,0.06%
2017-10-23 10:50,3929.00,3929.89,3930.59,3928.32,1401037,18.1亿,0.06%
2017-10-23 10:55,3930.08,3929.21,3930.80,3929.21,1468298,18.7亿,0.04%
2017-10-23 11:00,3929.59,3927.70,3929.59,3926.95,1462187,17.3亿,0.07%
2017-10-23 11:05,3927.11,3926.52,3927.96,3926.22,1392694,16.2亿,0.04%
2017-10-23 11:10,3926.56,3925.96,3926.94,3925.96,1146162,14.5亿,0.02%
2017-10-23 11:15,3926.11,3927.10,3927.59,3925.52,986446,12.9亿,0.05%
2017-10-23 11:20,3927.06,3926.03,3927.24,3925.77,1100418,13.2亿,0.04%
2017-10-23 11:25,3926.06,3927.23,3927.23,3925.76,967609,12.8亿,0.04%
2017-10-23 11:30,3927.11,3928.39,3928.61,3926.11,995470,11.7亿,0.06%
2017-10-23 13:05,3928.31,3927.35,3928.89,3926.92,1078112,13.2亿,0.05%
2017-10-23 13:10,3927.04,3926.71,3927.53,3925.85,764374,10.3亿,0.04%
2017-10-23 13:15,3926.21,3927.10,3927.85,3926.21,832273,11.6亿,0.04%
2017-10-23 13:20,3927.37,3928.92,3929.13,3927.21,861469,11.9亿,0.05%
2017-10-23 13:25,3928.67,3929.68,3930.24,3928.66,857797,12.4亿,0.04%
2017-10-23 13:30,3929.62,3927.25,3929.93,3926.97,899156,11.7亿,0.08%
2017-10-23 13:35,3927.09,3928.44,3928.44,3926.96,982932,12.8亿,0.04%
2017-10-23 13:40,3928.11,3930.00,3930.08,3928.11,1476759,16.2亿,0.05%
2017-10-23 13:45,3929.65,3930.22,3931.27,3929.64,1899402,18.5亿,0.04%
2017-10-23 13:50,3929.82,3929.21,3930.66,3928.79,1885699,17.7亿,0.05%
2017-10-23 13:55,3929.29,3929.33,3929.72,3928.40,1514697,15.9亿,0.03%
2017-10-23 14:00,3929.33,3930.45,3930.45,3929.31,1297587,14亿,0.03%
2017-10-23 14:05,3930.10,3930.60,3931.56,3929.79,1165969,14.2亿,0.05%
2017-10-23 14:10,3930.60,3927.17,3930.83,3926.92,1396954,16.1亿,0.1%
2017-10-23 14:15,3926.80,3927.03,3927.67,3926.16,1425732,15.9亿,0.04%
2017-10-23 14:20,3927.07,3928.21,3928.95,3926.68,1450485,15.4亿,0.06%
2017-10-23 14:25,3927.97,3928.84,3929.49,3927.58,1255515,14.5亿,0.05%
2017-10-23 14:30,3929.12,3931.16,3931.32,3928.80,1695606,17.6亿,0.06%
2017-10-23 14:35,3930.18,3932.56,3933.05,3930.18,1692902,19.5亿,0.07%
2017-10-23 14:40,3932.53,3934.28,3935.39,3932.53,1904396,21.9亿,0.07%
2017-10-23 14:45,3934.55,3931.57,3934.55,3930.85,2041679,23亿,0.09%
2017-10-23 14:50,3931.74,3932.03,3932.39,3931.18,1822162,24.1亿,0.03%
2017-10-23 14:55,3931.70,3930.90,3932.31,3930.85,2202023,28.8亿,0.04%
2017-10-23 15:00,3930.60,3930.80,3932.89,3930.60,3674769,39亿,0.06%
2017-10-24 09:35,3926.23,3926.48,3926.64,3922.03,3221017,37.7亿,0.12%
2017-10-24 09:40,3926.48,3929.23,3929.54,3926.48,3303154,38.8亿,0.08%
2017-10-24 09:45,3929.64,3935.32,3936.69,3929.29,3128766,38.9亿,0.19%
2017-10-24 09:50,3934.72,3942.45,3942.93,3934.59,2895972,37亿,0.21%
2017-10-24 09:55,3943.20,3942.33,3943.97,3940.46,2597329,32.7亿,0.09%
2017-10-24 10:00,3942.65,3944.07,3944.18,3942.54,2608346,32.6亿,0.04%
2017-10-24 10:05,3944.06,3944.57,3944.96,3942.96,2412509,30.1亿,0.05%
2017-10-24 10:10,3944.06,3949.07,3949.26,3944.06,2042388,29亿,0.13%
2017-10-24 10:15,3949.05,3946.29,3950.02,3945.05,2256903,31.1亿,0.13%
2017-10-24 10:20,3946.41,3949.65,3949.65,3946.37,2414436,32亿,0.08%
2017-10-24 10:25,3949.47,3953.12,3953.51,3949.30,2013284,27.9亿,0.11%
2017-10-24 10:30,3953.05,3950.62,3953.41,3950.44,1851971,26.5亿,0.08%
2017-10-24 10:35,3950.35,3950.85,3950.85,3949.13,2038215,26.4亿,0.04%
2017-10-24 10:40,3950.99,3953.30,3953.34,3950.39,2351764,29.2亿,0.07%
2017-10-24 10:45,3953.41,3951.15,3953.41,3950.31,1568365,20亿,0.08%
2017-10-24 10:50,3951.47,3950.79,3952.76,3950.73,1283349,18.1亿,0.05%
2017-10-24 10:55,3950.96,3951.99,3952.00,3949.39,1635377,20.3亿,0.07%
2017-10-24 11:00,3952.25,3952.41,3952.99,3952.02,1030402,14.3亿,0.02%
2017-10-24 11:05,3952.00,3951.77,3952.27,3950.52,960764,14.2亿,0.04%
2017-10-24 11:10,3951.77,3951.39,3951.89,3950.26,979969,13.6亿,0.04%
2017-10-24 11:15,3951.28,3951.58,3951.99,3950.47,1095433,14.7亿,0.04%
2017-10-24 11:20,3951.51,3950.33,3951.55,3949.99,915301,12.7亿,0.04%
2017-10-24 11:25,3950.25,3952.71,3953.33,3950.25,1551870,19.8亿,0.08%
2017-10-24 11:30,3952.63,3951.78,3953.64,3951.78,989298,13.5亿,0.05%
2017-10-24 13:05,3951.81,3950.05,3952.14,3949.73,1378918,16.6亿,0.06%
2017-10-24 13:10,3950.49,3950.77,3951.30,3948.59,1216285,15.1亿,0.07%
2017-10-24 13:15,3950.19,3950.36,3950.36,3947.98,1995903,22.2亿,0.06%
2017-10-24 13:20,3950.21,3950.01,3950.52,3948.15,1588269,19.4亿,0.06%
2017-10-24 13:25,3949.98,3952.54,3953.81,3949.98,2001249,24.2亿,0.1%
2017-10-24 13:30,3951.89,3951.99,3952.75,3951.83,1296775,15.2亿,0.02%
2017-10-24 13:35,3952.07,3951.35,3952.30,3950.42,1492945,18.3亿,0.05%
2017-10-24 13:40,3951.53,3950.69,3951.55,3948.39,2322996,27.7亿,0.08%
2017-10-24 13:45,3950.19,3953.83,3955.32,3950.19,2713610,33亿,0.13%
2017-10-24 13:50,3953.57,3952.88,3954.17,3952.60,1241977,16.1亿,0.04%
2017-10-24 13:55,3952.45,3953.88,3953.88,3950.56,1744762,22.3亿,0.08%
2017-10-24 14:00,3954.06,3953.66,3954.63,3951.92,2111794,26.8亿,0.07%
2017-10-24 14:05,3953.66,3957.12,3957.89,3953.64,2662117,33.4亿,0.11%
2017-10-24 14:10,3957.12,3955.20,3957.41,3955.20,1338063,18.9亿,0.06%
2017-10-24 14:15,3955.66,3952.51,3955.67,3951.36,1654403,21.2亿,0.11%
2017-10-24 14:20,3952.96,3954.58,3955.53,3952.86,1740946,24.2亿,0.07%
2017-10-24 14:25,3954.48,3956.36,3956.88,3952.04,1981888,28.4亿,0.12%
2017-10-24 14:30,3955.83,3953.91,3956.28,3953.91,1475692,20.4亿,0.06%
2017-10-24 14:35,3954.23,3958.28,3958.97,3954.09,2335192,30.4亿,0.12%
2017-10-24 14:40,3958.57,3958.95,3959.26,3957.68,1562306,21.3亿,0.04%
2017-10-24 14:45,3958.17,3957.70,3958.81,3956.74,1735077,24.7亿,0.05%
2017-10-24 14:50,3957.03,3956.51,3957.36,3955.15,2107503,28.8亿,0.06%
2017-10-24 14:55,3956.19,3957.31,3958.72,3956.19,2678389,37.2亿,0.06%
2017-10-24 15:00,3956.48,3959.40,3959.50,3956.48,3178254,41亿,0.08%
2017-10-25 09:35,3958.17,3958.50,3958.70,3954.00,3490149,41.5亿,0.12%
2017-10-25 09:40,3958.22,3958.97,3959.97,3958.11,2786122,37.5亿,0.05%
2017-10-25 09:45,3958.62,3959.57,3959.90,3954.57,2565526,35.5亿,0.13%
2017-10-25 09:50,3959.73,3960.67,3960.95,3958.79,2465347,32.2亿,0.05%
2017-10-25 09:55,3960.76,3965.15,3965.30,3960.08,2720020,33.4亿,0.13%
2017-10-25 10:00,3965.31,3963.09,3965.74,3963.09,2381585,31.7亿,0.07%
2017-10-25 10:05,3963.35,3962.42,3963.35,3962.09,1961458,26.9亿,0.03%
2017-10-25 10:10,3962.46,3967.03,3967.73,3962.36,2624815,30.4亿,0.14%
2017-10-25 10:15,3966.82,3966.88,3967.90,3966.32,2119083,25.7亿,0.04%
2017-10-25 10:20,3967.16,3966.77,3968.24,3966.44,2819000,29.2亿,0.05%
2017-10-25 10:25,3966.52,3964.38,3966.78,3964.23,2260924,24.8亿,0.06%
2017-10-25 10:30,3964.55,3965.55,3965.78,3963.69,2478125,27.3亿,0.05%
2017-10-25 10:35,3965.11,3964.42,3965.69,3964.32,2155214,23亿,0.03%
2017-10-25 10:40,3964.25,3963.86,3965.06,3963.86,1589948,19.8亿,0.03%
2017-10-25 10:45,3964.29,3966.57,3966.86,3964.03,1376571,17.4亿,0.07%
2017-10-25 10:50,3966.29,3968.99,3968.99,3965.96,1466482,18.9亿,0.08%
2017-10-25 10:55,3968.60,3971.79,3972.24,3968.49,1490281,20亿,0.09%
2017-10-25 11:00,3971.85,3972.88,3974.17,3971.68,1903515,23.2亿,0.06%
2017-10-25 11:05,3972.46,3969.16,3972.46,3969.16,1348820,16.9亿,0.08%
2017-10-25 11:10,3969.00,3969.17,3970.22,3968.70,916596,12.8亿,0.04%
2017-10-25 11:15,3969.24,3968.51,3969.54,3968.00,1080461,13.7亿,0.04%
2017-10-25 11:20,3968.56,3969.30,3970.43,3968.56,1009925,14.4亿,0.05%
2017-10-25 11:25,3969.54,3970.19,3971.37,3968.86,1000092,13.3亿,0.06%
2017-10-25 11:30,3970.10,3969.10,3970.54,3968.64,867636,11.6亿,0.05%
2017-10-25 13:05,3969.47,3970.13,3971.15,3969.15,1065148,12.9亿,0.05%
2017-10-25 13:10,3970.58,3969.76,3970.69,3969.50,855214,11.3亿,0.03%
2017-10-25 13:15,3970.26,3969.05,3970.52,3968.51,967239,13亿,0.05%
2017-10-25 13:20,3969.04,3964.52,3969.12,3964.52,1162512,15.2亿,0.12%
2017-10-25 13:25,3965.00,3964.10,3965.25,3960.40,2308824,27.9亿,0.12%
2017-10-25 13:30,3964.01,3965.56,3966.94,3964.01,1497311,19亿,0.07%
2017-10-25 13:35,3965.06,3965.84,3967.02,3963.80,1417996,17.5亿,0.08%
2017-10-25 13:40,3966.04,3964.22,3966.65,3963.96,949577,12.9亿,0.07%
2017-10-25 13:45,3964.09,3963.95,3964.48,3962.20,1131723,15.2亿,0.06%
2017-10-25 13:50,3963.71,3965.87,3966.19,3963.71,1089681,13.9亿,0.06%
2017-10-25 13:55,3966.12,3966.95,3967.36,3965.67,961723,14.5亿,0.04%
2017-10-25 14:00,3967.16,3967.49,3968.01,3966.60,932761,12.4亿,0.04%
2017-10-25 14:05,3967.47,3968.16,3968.70,3967.22,942567,12.1亿,0.04%
2017-10-25 14:10,3968.37,3969.06,3969.19,3967.90,890250,11.9亿,0.03%
2017-10-25 14:15,3969.06,3972.99,3973.39,3968.79,2460764,25亿,0.12%
2017-10-25 14:20,3972.99,3971.45,3974.01,3971.21,1962027,20.2亿,0.07%
2017-10-25 14:25,3971.45,3970.03,3971.96,3969.63,1350682,15.8亿,0.06%
2017-10-25 14:30,3969.98,3969.55,3970.71,3968.93,1359132,17亿,0.04%
2017-10-25 14:35,3969.07,3972.74,3972.75,3968.77,2407231,25.1亿,0.1%
2017-10-25 14:40,3973.12,3973.00,3973.60,3972.55,2247865,25.2亿,0.03%
2017-10-25 14:45,3972.75,3972.49,3973.06,3971.65,2323914,25.5亿,0.04%
2017-10-25 14:50,3972.59,3975.60,3975.79,3972.00,2326309,29.4亿,0.1%
2017-10-25 14:55,3975.72,3973.99,3977.61,3973.99,4327247,46.3亿,0.09%
2017-10-25 15:00,3974.15,3976.95,3978.09,3973.39,3967252,42.8亿,0.12%
2017-10-26 09:35,3980.05,3977.25,3980.25,3973.55,4871330,73.9亿,0.17%
2017-10-26 09:40,3976.93,3978.16,3979.84,3976.57,4158784,57.8亿,0.08%
2017-10-26 09:45,3978.47,3984.20,3984.56,3977.56,3640541,55.5亿,0.18%
2017-10-26 09:50,3983.86,3993.56,3993.56,3983.86,3754989,52.9亿,0.24%
2017-10-26 09:55,3993.04,3995.96,3996.40,3992.46,4523712,62亿,0.1%
2017-10-26 10:00,3996.24,3995.88,3997.40,3993.65,3854206,55.2亿,0.09%
2017-10-26 10:05,3995.89,4001.75,4002.19,3995.83,3303229,53.2亿,0.16%
2017-10-26 10:10,4002.22,4012.10,4012.32,4002.22,4003157,58.3亿,0.25%
2017-10-26 10:15,4011.95,4011.18,4013.60,4011.18,4553885,60.7亿,0.06%
2017-10-26 10:20,4011.18,4006.34,4011.18,4004.89,4205094,51亿,0.16%
2017-10-26 10:25,4006.07,4006.70,4007.64,4005.68,2641411,36亿,0.05%
2017-10-26 10:30,4006.43,4003.00,4006.87,4003.00,2611640,34.4亿,0.1%
2017-10-26 10:35,4003.69,4000.05,4003.69,3999.60,2345578,33.7亿,0.1%
2017-10-26 10:40,4000.05,4007.14,4007.37,3999.58,2541159,33.1亿,0.19%
2017-10-26 10:45,4007.14,4006.91,4007.50,4005.98,3511873,38.5亿,0.04%
2017-10-26 10:50,4006.87,4002.58,4006.91,4002.36,3230278,37.1亿,0.11%
2017-10-26 10:55,4002.60,4001.24,4002.60,4000.34,2317491,29.8亿,0.06%
2017-10-26 11:00,4001.14,3997.57,4001.24,3997.48,2420131,28亿,0.09%
2017-10-26 11:05,3997.73,3997.45,3998.16,3996.03,2264184,26.2亿,0.05%
